order_id    ,    product_id
1143 , 42097
1143 , 36759
1143 , 27966
1143 , 39275
1143 , 47209
1143 , 3464
1143 , 29307
1143 , 47626
1143 , 24964
1143 , 21405
1143 , 42958
1143 , 27999
1143 , 7552
1143 , 12206
1143 , 19660
1143 , 25466
1145 , 24852
1145 , 1465
1145 , 28083
1145 , 29657
1145 , 34986
1145 , 33651
1145 , 33957
1145 , 16198
1145 , 47409
1145 , 24004
1145 , 22206
1145 , 29487
1145 , 31343
1145 , 22882
1145 , 4697
1145 , 21158
1145 , 5069
1145 , 46522
1145 , 12945
1145 , 8022
1145 , 19658
1145 , 11249
1145 , 35234
1145 , 10673
1145 , 37836
1145 , 16797
1145 , 13417
1145 , 47532
1145 , 33516
1145 , 8841
1275 , 6046
1275 , 48679
1275 , 5450
1275 , 31506
1275 , 18761
1280 , 48186
1280 , 49235
1280 , 23955
1280 , 27845
1280 , 39581
1318 , 49520
1318 , 39375
1318 , 27845
1318 , 17526
1325 , 35914
1325 , 13176
1325 , 36425
1325 , 26165
1325 , 3664
1335 , 44359
1335 , 21903
1335 , 49683
1335 , 31404
1335 , 47209
1335 , 11520
1335 , 8277
1335 , 49111
1335 , 27845
1335 , 13176
1342 , 13176
1342 , 30827
1342 , 14966
1342 , 21137
1342 , 46129
1342 , 3798
1342 , 33081
1342 , 7862
1350 , 12260
1350 , 25042
1350 , 38311
1350 , 18830
1350 , 1017
1350 , 37620
1350 , 38371
1350 , 16714
1350 , 30571
1350 , 23535
1350 , 23776
1468 , 24852
1468 , 46667
1468 , 30024
1468 , 41570
1468 , 41787
1468 , 35530
1468 , 27521
1468 , 40761
1468 , 10385
1468 , 18656
1468 , 21405
1468 , 17794
1468 , 34243
1468 , 27104
1468 , 47209
1468 , 24184
1468 , 40706
1571 , 1194
1571 , 778
1571 , 28199
1571 , 37067
1572 , 47977
1572 , 36316
1572 , 24852
1572 , 35951
1572 , 38456
1572 , 34969
1572 , 44910
1572 , 43961
1572 , 40417
1572 , 21903
1572 , 13517
1572 , 8022
1572 , 2545
1572 , 29418
1572 , 8087
1572 , 42701
1572 , 36994
1572 , 24184
1572 , 42342
1579 , 35000
1579 , 25466
1579 , 47380
1579 , 42900
1579 , 11123
1591 , 17203
1591 , 44008
1591 , 48823
1591 , 48205
1591 , 41671
1591 , 12986
1591 , 39758
1591 , 27344
1591 , 45061
1591 , 31215
1591 , 17758
1591 , 34358
1591 , 46473
1591 , 27681
1591 , 5194
1591 , 32520
1591 , 9387
1591 , 19604
1591 , 24852
1591 , 5384
1591 , 48246
1591 , 22105
1591 , 40310
1591 , 4103
1591 , 16900
1591 , 18792
1591 , 38805
1591 , 44116
1591 , 25237
1591 , 9130
1591 , 25316
1597 , 20082
1597 , 25138
1597 , 47759
1597 , 38453
1597 , 11352
1597 , 40009
1597 , 2966
1597 , 37067
1597 , 43394
1597 , 1376
1620 , 44626
1620 , 15887
1620 , 1269
1620 , 11301
1620 , 25743
1620 , 34126
1620 , 34969
1620 , 8670
1620 , 11250
1620 , 41570
1620 , 22312
1620 , 43909
1620 , 28127
1620 , 13093
1620 , 30391
1620 , 33768
1620 , 44099
1620 , 12419
1620 , 22034
1620 , 39812
1674 , 15763
1674 , 47766
1674 , 21903
1674 , 22849
1682 , 21050
1682 , 22935
1682 , 16953
1682 , 46720
1682 , 16823
1682 , 41220
1682 , 5876
1682 , 39993
1703 , 39251
1703 , 46676
1703 , 2086
1703 , 5785
1703 , 5212
1703 , 23375
1721 , 38689
1721 , 27845
1721 , 22260
1721 , 5134
1721 , 6104
1721 , 14197
1764 , 27086
1764 , 4595
1851 , 7131
1851 , 33911
1851 , 40233
1865 , 33129
1865 , 31553
1865 , 29487
1865 , 47734
1865 , 3188
1865 , 12815
1865 , 21938
1865 , 21903
1865 , 16179
1865 , 48745
1865 , 38579
1890 , 432
1890 , 47626
1890 , 13176
1890 , 11182
1890 , 30720
1890 , 26376
1890 , 48679
1890 , 8424
1890 , 28985
1890 , 44632
1890 , 8277
1890 , 38739
1890 , 25659
1890 , 44201
1890 , 30391
1955 , 10132
1955 , 13176
1955 , 16254
1955 , 38689
1955 , 7781
1955 , 38293
1955 , 17730
1955 , 30146
1955 , 25890
1955 , 2228
1955 , 41793
1955 , 15579
1955 , 35105
1955 , 29363
1955 , 3789
1955 , 11737
1955 , 26915
1955 , 35483
1955 , 35469
1955 , 3717
1955 , 5646
1955 , 47521
1955 , 5445
1955 , 49235
1955 , 26131
1955 , 8490
1955 , 44560
1955 , 47990
1955 , 16521
1955 , 7503
1955 , 12320
1955 , 22270
1955 , 10878
1983 , 22963
1983 , 42342
1983 , 31893
1983 , 7035
1983 , 11494
1983 , 36029
1983 , 41870
1983 , 8490
1983 , 36011
1983 , 42265
1983 , 45578
1983 , 41844
1983 , 2825
1983 , 42637
1983 , 37067
1983 , 21137
1983 , 3896
1983 , 19261
1983 , 28849
1983 , 42768
1983 , 34977
1983 , 8424
1983 , 5077
1983 , 44845
1983 , 19446
1983 , 45254
1983 , 16262
1983 , 20738
1983 , 37029
1994 , 24759
1994 , 48290
1994 , 12738
1994 , 1263
1994 , 49082
1994 , 41674
1994 , 9708
1994 , 14381
1994 , 48366
1994 , 28515
1994 , 8475
1994 , 49049
1994 , 6890
1994 , 12906
1994 , 18721
1994 , 24123
1994 , 13724
2011 , 14399
2011 , 3765
2011 , 48205
2021 , 9387
2021 , 4461
2021 , 22935
2021 , 8193
2021 , 10504
2021 , 22089
2021 , 23265
2021 , 27841
2021 , 44402
2021 , 34358
2021 , 199
2021 , 5077
2021 , 44292
2021 , 47626
2021 , 5460
2021 , 29382
2021 , 31506
2029 , 17316
2029 , 7781
2029 , 18094
2029 , 12383
2029 , 40174
2029 , 38453
2029 , 42193
2029 , 28745
2029 , 10369
2029 , 8012
2029 , 37733
2029 , 13176
2029 , 11520
2029 , 15742
2029 , 10132
2068 , 24852
2068 , 9252
2068 , 31215
2068 , 16339
2068 , 39719
2068 , 44142
2068 , 32828
2068 , 35417
2068 , 28842
2068 , 47766
2068 , 37849
2068 , 40332
2068 , 22242
2068 , 2180
2068 , 25345
2068 , 3919
2068 , 22151
2068 , 23955
2068 , 3118
2068 , 29443
2068 , 48516
2068 , 46886
2068 , 49363
2087 , 36695
2087 , 48857
2087 , 5612
2087 , 47672
2087 , 31399
2087 , 42896
2087 , 13176
2115 , 35887
2115 , 20995
2115 , 31766
2115 , 44910
2191 , 42265
2191 , 39097
2191 , 37687
2191 , 18465
2191 , 34262
2191 , 40486
2191 , 34423
2191 , 30776
2216 , 44469
2216 , 19008
2318 , 459
2318 , 37354
2318 , 46941
2318 , 17678
2389 , 38802
2389 , 46941
2389 , 33095
2415 , 21137
2415 , 24852
2415 , 5450
2415 , 46979
2415 , 41844
2415 , 28188
2442 , 15200
2442 , 21137
2442 , 21288
2442 , 45707
2442 , 8048
2442 , 6184
2445 , 40002
2445 , 43643
2445 , 9598
2445 , 22035
2445 , 38739
2445 , 13409
2445 , 33731
2445 , 14399
2445 , 6297
2445 , 34050
2445 , 32734
2445 , 21616
2445 , 42265
2445 , 31040
2445 , 39182
2445 , 2091
2445 , 48057
2445 , 36506
2445 , 43735
2445 , 40604
2445 , 6905
2445 , 10385
2445 , 41874
2445 , 34126
2445 , 28535
2445 , 33792
2445 , 14976
2445 , 13231
2445 , 4920
2445 , 38693
2445 , 13176
2445 , 2081
2445 , 39990
2445 , 9477
2445 , 24964
2445 , 24184
2468 , 25599
2468 , 13620
2468 , 22071
2468 , 14087
2468 , 36929
2468 , 26373
2468 , 24799
2468 , 25590
2530 , 4957
2530 , 33754
2603 , 13176
2603 , 47672
2603 , 27966
2603 , 18531
2603 , 42701
2711 , 9387
2711 , 17122
2711 , 27325
2711 , 3873
2737 , 12481
2737 , 6187
2737 , 49610
2820 , 33439
2820 , 33316
2820 , 35274
2820 , 42959
2822 , 13176
2822 , 11941
2822 , 7104
2822 , 24489
2822 , 42030
2822 , 23375
2822 , 5646
2822 , 19950
2822 , 260
2822 , 25138
2822 , 47788
2822 , 46802
2822 , 31720
2822 , 8693
2822 , 44035
2822 , 45970
2822 , 49175
2822 , 44008
2822 , 45916
2822 , 4982
2822 , 29398
2822 , 4102
2822 , 24830
2822 , 38159
2822 , 10243
2822 , 17747
2822 , 46667
2822 , 39877
2822 , 19970
2853 , 35886
2853 , 6184
2853 , 9189
2853 , 23423
2869 , 17779
2869 , 283
2869 , 14511
2869 , 10246
2869 , 6141
2869 , 34824
2869 , 43961
2869 , 42265
2869 , 47209
2869 , 37067
2869 , 27999
2869 , 27104
2888 , 30450
2888 , 41486
2888 , 46654
2888 , 37107
2888 , 27966
2888 , 21137
2888 , 19057
2888 , 11767
2888 , 5077
2888 , 16541
2888 , 17008
2888 , 19068
2888 , 23601
2888 , 27308
2888 , 31029
2888 , 18624
2888 , 16584
2888 , 38288
2888 , 41178
2888 , 10580
2888 , 27323
2888 , 24053
2888 , 7597
2888 , 12341
2888 , 30764
2888 , 11821
2888 , 43772
2888 , 5987
2888 , 34898
2888 , 29553
2888 , 31506
2888 , 35622
2888 , 15872
2888 , 30918
2889 , 35951
2889 , 22142
2889 , 21616
2889 , 20889
2889 , 19508
2889 , 2180
2889 , 22888
2889 , 22395
2889 , 20520
2889 , 28842
2889 , 46676
2889 , 5373
2936 , 24184
2936 , 24964
2936 , 30489
2937 , 24852
2937 , 8087
2937 , 47167
2937 , 29392
2937 , 47104
2937 , 23732
2937 , 6447
2937 , 26209
2937 , 31717
2937 , 47209
2937 , 8518
2937 , 23236
2937 , 38293
2937 , 49247
2937 , 4799
2937 , 40604
2948 , 5077
2948 , 15392
2948 , 17630
2948 , 47626
2985 , 2120
2985 , 4562
2985 , 20378
2985 , 37107
2985 , 26209
2985 , 5876
2985 , 43772
2985 , 26369
3010 , 2966
3010 , 47209
3010 , 13176
3010 , 45535
3010 , 6341
3010 , 21195
3010 , 5785
3010 , 27454
3037 , 19348
3037 , 19173
3037 , 6994
3056 , 13087
3056 , 16797
3056 , 11311
3056 , 9973
3056 , 41946
3056 , 41674
3056 , 34112
3056 , 3856
3056 , 24852
3056 , 46025
3056 , 19051
3056 , 43772
3056 , 5265
3056 , 38620
3056 , 1313
3056 , 43632
3056 , 10054
3056 , 21351
3056 , 4920
3056 , 17616
3056 , 1449
3068 , 5258
3068 , 16797
3091 , 41621
3091 , 30494
3091 , 43428
3091 , 25832
3091 , 25779
3091 , 35554
3091 , 13176
3091 , 5876
3103 , 12899
3103 , 33768
3103 , 32079
3103 , 33000
3142 , 16387
3142 , 24125
3142 , 1991
3142 , 45599
3142 , 41801
3142 , 27729
3160 , 196
3160 , 3389
3160 , 16696
3160 , 31164
3160 , 22395
3160 , 19672
3176 , 46149
3179 , 35221
3179 , 39322
3179 , 3634
3179 , 44632
3179 , 14867
3179 , 47990
3179 , 5757
3179 , 34521
3200 , 8571
3200 , 40199
3200 , 16797
3200 , 38300
3200 , 35561
3200 , 9387
3200 , 15772
3200 , 4913
3200 , 6184
3209 , 12565
3209 , 24852
3209 , 45054
3209 , 4920
3209 , 41131
3209 , 25124
3209 , 44799
3212 , 45504
3227 , 38300
3243 , 24830
3243 , 31635
3243 , 33606
3243 , 24852
3243 , 31433
3300 , 18432
3300 , 23630
3300 , 4366
3300 , 48189
3300 , 41289
3300 , 29642
3309 , 11801
3309 , 27744
3309 , 32312
3309 , 34106
3321 , 19660
3321 , 38300
3321 , 48812
3321 , 45683
3321 , 23662
3327 , 1308
3327 , 38067
3327 , 36183
3327 , 12838
3327 , 46979
3327 , 36070
3327 , 44632
3327 , 27509
3327 , 18465
3327 , 40724
3336 , 47766
3336 , 6046
3336 , 31717
3336 , 26209
3336 , 15396
3336 , 4661
3336 , 15649
3336 , 46359
3336 , 4339
3349 , 33198
3349 , 25064
3349 , 48455
3349 , 17038
3349 , 30391
3368 , 14852
3368 , 37067
3368 , 27845
3368 , 27247
3368 , 9210
3368 , 11136
3368 , 13431
3368 , 9322
3368 , 6343
3368 , 29627
3368 , 44815
3368 , 38303
3368 , 40568
3368 , 47900
3368 , 10904
3368 , 16911
3368 , 37053
3368 , 48679
3368 , 22935
3368 , 34126
3378 , 47409
3378 , 40574
3378 , 20156
3378 , 44204
3378 , 49306
3378 , 46023
3378 , 27307
3378 , 23410
3378 , 24852
3378 , 4920
3378 , 48163
3378 , 11422
3378 , 5534
3378 , 5077
3378 , 9932
3378 , 18339
3378 , 11432
3378 , 45938
3378 , 10246
3378 , 48299
3378 , 33129
3378 , 40516
3378 , 7821
3378 , 12508
3378 , 48527
3378 , 365
3378 , 31589
3397 , 19816
3397 , 5652
3397 , 34590
3397 , 36695
3397 , 37065
3397 , 2314
3397 , 33031
3405 , 34197
3405 , 12935
3405 , 11790
3405 , 48220
3405 , 15984
3405 , 25579
3405 , 8414
3405 , 37067
3405 , 46906
3405 , 27729
3422 , 39867
3422 , 11689
3422 , 3999
3422 , 28465
3422 , 28204
3422 , 4697
3422 , 39938
3422 , 32271
3422 , 18352
3422 , 35391
3422 , 30169
3422 , 27681
3422 , 34582
3422 , 640
3422 , 10329
3422 , 35440
3422 , 9509
3422 , 15359
3422 , 30731
3422 , 5098
3422 , 25877
3422 , 14612
3422 , 15468
3422 , 2042
3422 , 2380
3422 , 24396
3422 , 18599
3422 , 3808
3422 , 19653
3422 , 21019
3422 , 424
3422 , 25330
3422 , 36552
3422 , 365
3473 , 14966
3473 , 15200
3473 , 7147
3473 , 32303
3473 , 13424
3473 , 11759
3473 , 21137
3473 , 18023
3473 , 46799
3473 , 14477
3473 , 9996
3473 , 6369
3473 , 13042
3473 , 31759
3473 , 6901
3473 , 12341
3473 , 29223
3484 , 1640
3484 , 19508
3484 , 13535
3484 , 38383
3484 , 47209
3484 , 37693
3484 , 8277
3484 , 35708
3484 , 21914
3484 , 4376
3484 , 42768
3484 , 45007
3484 , 22935
3484 , 10749
3484 , 48745
3484 , 25659
3484 , 23400
3484 , 44449
3484 , 18200
3484 , 27966
3484 , 27521
3484 , 21137
3484 , 13176
3484 , 3957
3509 , 24964
3509 , 4421
3514 , 36620
3527 , 21137
3527 , 47672
3527 , 35535
3527 , 47209
3527 , 25659
3527 , 3843
3527 , 16748
3527 , 22211
3529 , 17261
3529 , 6679
3533 , 5785
3533 , 5959
3533 , 46969
3533 , 16616
3533 , 43086
3533 , 11520
3533 , 260
3563 , 24382
3563 , 34067
3563 , 4818
3563 , 7123
3563 , 24861
3563 , 24799
3563 , 39332
3563 , 4306
3563 , 21019
3649 , 40199
3649 , 13176
3649 , 7987
3733 , 38889
3733 , 32163
3733 , 37417
3733 , 5194
3733 , 13380
3733 , 1203
3733 , 5077
3733 , 19310
3733 , 44187
3733 , 44361
3733 , 12845
3733 , 14726
3733 , 6193
3733 , 47457
3733 , 21938
3733 , 30950
3733 , 41625
3733 , 34358
3733 , 34321
3733 , 29127
3733 , 39936
3733 , 48969
3740 , 48395
3740 , 4163
3740 , 37103
3740 , 32190
3740 , 45954
3740 , 24852
3740 , 9595
3740 , 21137
3740 , 39275
3740 , 14947
3740 , 4799
3740 , 9515
3740 , 16254
3740 , 45007
3740 , 43768
3752 , 13535
3752 , 38768
3752 , 44683
3785 , 27903
3785 , 40261
3785 , 25330
3785 , 21573
3785 , 3836
3785 , 10724
3785 , 6075
3785 , 12899
3785 , 21494
3785 , 12897
3785 , 19490
3785 , 11061
3785 , 9762
3785 , 28208
3785 , 39247
3785 , 5819
3785 , 26555
3785 , 49678
3785 , 44142
3785 , 40348
3785 , 32784
3785 , 11827
3785 , 1006
3785 , 39041
3785 , 43352
3785 , 14875
3785 , 27796
3785 , 196
3785 , 16797
3785 , 31608
3817 , 38772
3817 , 28934
3817 , 41787
3817 , 43961
3817 , 25890
3819 , 4602
3819 , 45924
3830 , 5067
3830 , 39581
3830 , 37919
3830 , 22802
3830 , 21195
3861 , 10602
3861 , 16998
3861 , 26115
3861 , 45488
3861 , 21572
3871 , 38400
3898 , 27845
3898 , 2469
3898 , 24852
3898 , 14636
3898 , 17616
3898 , 38400
3898 , 35004
3898 , 32429
3898 , 3616
3898 , 9387
3898 , 21955
3898 , 27104
3898 , 45035
3898 , 21137
3898 , 31762
3898 , 47931
3898 , 41238
3898 , 38510
3898 , 24307
3901 , 40055
3901 , 5516
3901 , 29987
3901 , 5438
3901 , 18078
3901 , 37524
3938 , 40646
3938 , 5450
3938 , 41950
3938 , 41329
3938 , 5068
3938 , 24964
3938 , 26209
3946 , 47626
3946 , 13780
3946 , 15937
3946 , 44449
3946 , 46979
3946 , 33862
3946 , 15861
3946 , 44848
3946 , 25256
3946 , 28127
3957 , 2187
3957 , 13225
3957 , 24235
3957 , 13500
3957 , 14218
3957 , 42368
3957 , 45066
3957 , 24852
3957 , 31562
3957 , 28842
3957 , 42625
3957 , 9339
3957 , 47521
3957 , 9438
3957 , 11777
3957 , 16797
3957 , 33845
3957 , 1408
3957 , 47977
3957 , 47196
3957 , 44116
3957 , 30830
3957 , 21903
3957 , 21616
3957 , 35140
3957 , 31433
3971 , 5183
3971 , 13733
3971 , 23452
3971 , 38730
3971 , 40408
3971 , 2435
3971 , 47626
3971 , 40332
3971 , 44142
3971 , 39993
3971 , 2295
3971 , 47040
3971 , 16277
3979 , 6818
3979 , 3308
3979 , 43568
3979 , 46522
4006 , 13176
4006 , 6187
4006 , 27156
4006 , 28476
4006 , 42533
4006 , 32018
4006 , 13702
4006 , 4597
4006 , 20512
4011 , 27845
4011 , 31927
4011 , 45007
4011 , 42265
4011 , 16616
4011 , 38453
4011 , 5029
4011 , 45767
4011 , 13113
4036 , 11758
4036 , 46979
4036 , 48364
4036 , 17794
4036 , 9515
4036 , 48523
4067 , 25718
4067 , 16001
4067 , 28066
4067 , 22504
4067 , 30727
4067 , 24846
4090 , 5994
4090 , 11365
4090 , 30827
4092 , 26209
4092 , 6615
4092 , 44570
4092 , 47626
4092 , 17794
4092 , 31553
4092 , 35108
4092 , 42585
4092 , 21903
4092 , 34358
4092 , 45007
4092 , 40706
4092 , 1529
4092 , 42768
4092 , 16185
4092 , 4086
4092 , 10644
4111 , 33572
4146 , 32226
4146 , 35286
4146 , 8805
4146 , 47643
4146 , 46846
4146 , 34334
4148 , 27356
4148 , 19643
4164 , 4428
4164 , 49605
4164 , 11703
4164 , 13031
4164 , 14390
4164 , 48395
4164 , 48299
4164 , 31410
4164 , 21050
4164 , 17652
4164 , 43981
4164 , 23579
4164 , 24852
4164 , 47946
4164 , 45656
4164 , 12720
4164 , 29553
4164 , 7736
4164 , 3808
4164 , 41844
4164 , 25569
4164 , 19863
4164 , 45066
4164 , 40216
4185 , 19348
4185 , 44486
4185 , 37036
4185 , 9584
4185 , 21240
4185 , 46226
4185 , 1460
4185 , 21709
4185 , 11121
4189 , 5985
4189 , 38278
4194 , 36811
4194 , 12939
4194 , 14947
4194 , 20039
4194 , 45200
4194 , 46996
4194 , 46635
4194 , 31181
4194 , 46022
4194 , 1582
4194 , 35921
4194 , 26588
4201 , 19565
4201 , 4920
4201 , 21137
4201 , 20940
4201 , 32079
4201 , 12341
4201 , 11759
4201 , 38928
4201 , 43352
4201 , 21288
4201 , 30450
4201 , 32689
4201 , 5258
4201 , 13176
4201 , 7751
4201 , 7987
4201 , 37919
4201 , 651
4203 , 9412
4203 , 32768
4203 , 18926
4203 , 30395
4203 , 42032
4203 , 18432
4203 , 41178
4203 , 29101
4203 , 10631
4203 , 6448
4203 , 45763
4203 , 36372
4203 , 38424
4203 , 23904
4203 , 46831
4203 , 46634
4203 , 7414
4217 , 24561
4217 , 23761
4217 , 760
4217 , 21881
4217 , 24004
4234 , 27344
4234 , 22963
4234 , 12456
4234 , 47156
4234 , 4462
4234 , 35633
4234 , 9203
4234 , 9554
4234 , 35921
4234 , 26283
4234 , 34243
4234 , 18881
4234 , 25230
4234 , 23630
4234 , 40388
4234 , 47209
4234 , 9038
4234 , 2716
4234 , 47029
4234 , 28465
4234 , 21783
4234 , 48110
4234 , 5086
4234 , 47953
4234 , 21553
4234 , 20649
4234 , 29103
4234 , 38547
4234 , 21137
4234 , 24889
4234 , 11123
4234 , 4288
4234 , 47044
4234 , 17807
4234 , 18288
4234 , 22935
4234 , 5876
4250 , 34204
4250 , 34208
4250 , 38371
4250 , 34287
4250 , 1940
4267 , 31683
4267 , 31730
4267 , 37158
4267 , 25830
4267 , 37215
4267 , 34222
4267 , 6128
4267 , 6448
4267 , 27891
4267 , 17316
4267 , 2495
4267 , 27966
4267 , 21751
4269 , 26321
4269 , 24425
4269 , 28906
4269 , 20514
4269 , 47966
4269 , 22839
4269 , 40310
4269 , 35761
4269 , 7361
4284 , 19678
4284 , 45123
4284 , 24852
4284 , 45007
4284 , 18811
4284 , 25005
4284 , 35921
4284 , 27845
4284 , 10814
4284 , 47042
4284 , 13646
4284 , 21137
4284 , 20842
4284 , 23836
4305 , 195
4305 , 20788
4305 , 29309
4305 , 40516
4305 , 10145
4305 , 13504
4305 , 34604
4305 , 36095
4305 , 9387
4309 , 33232
4309 , 45371
4309 , 1463
4309 , 29584
4309 , 5385
4309 , 13774
4309 , 22128
4309 , 30731
4309 , 37637
4309 , 10107
4309 , 22825
4309 , 19057
4309 , 30720
4309 , 42460
4309 , 37927
4309 , 20119
4309 , 37766
4309 , 8518
4309 , 38739
4309 , 5279
4309 , 38288
4309 , 44368
4309 , 13076
4309 , 15287
4340 , 24852
4340 , 22474
4340 , 13080
4340 , 19660
4340 , 9807
4340 , 10998
4340 , 44471
4340 , 5449
4340 , 29824
4340 , 22343
4340 , 11502
4340 , 12206
4340 , 4357
4340 , 43659
4340 , 26317
4340 , 3844
4340 , 33647
4347 , 37029
4347 , 16462
4347 , 12732
4347 , 19731
4347 , 13176
4347 , 47209
4347 , 6972
4347 , 18441
4347 , 39040
4347 , 9839
4347 , 6472
4347 , 35336
4347 , 27413
4347 , 16759
4347 , 24154
4347 , 12340
4347 , 46856
4347 , 8106
4361 , 30827
4361 , 44683
4361 , 37687
4361 , 46802
4383 , 38310
4383 , 25589
4383 , 34128
4383 , 38967
4383 , 21137
4415 , 2359
4415 , 35561
4415 , 22046
4415 , 2433
4415 , 2855
4431 , 24852
4431 , 24010
4431 , 41398
4431 , 17027
4431 , 45066
4431 , 35158
4431 , 5886
4431 , 48110
4431 , 42030
4437 , 12341
4437 , 31805
4437 , 42392
4437 , 19767
4437 , 22507
4437 , 34343
4437 , 8953
4437 , 9434
4437 , 31506
4437 , 20955
4437 , 20448
4437 , 21137
4468 , 43295
4468 , 9076
4468 , 27521
4468 , 260
4468 , 5794
4494 , 38838
4494 , 34
4494 , 17980
4494 , 45007
4494 , 48745
4494 , 48679
4494 , 47209
4494 , 30169
4494 , 17400
4494 , 43772
4494 , 33647
4494 , 46700
4494 , 21376
4494 , 9964
4494 , 39561
4494 , 27336
4494 , 39922
4494 , 24184
4494 , 2295
4494 , 17706
4494 , 14678
4494 , 9913
4495 , 14766
4505 , 24810
4505 , 19660
4505 , 19272
4505 , 29127
4505 , 33873
4505 , 17027
4505 , 21903
4505 , 30855
4519 , 29270
4556 , 24852
4556 , 48857
4556 , 26768
4556 , 5818
4562 , 21137
4562 , 24852
4562 , 47280
4562 , 117
4562 , 45
4562 , 30949
4562 , 36772
4562 , 38689
4562 , 25821
4562 , 31701
4562 , 13113
4562 , 42193
4577 , 41047
4577 , 24850
4577 , 43621
4577 , 38944
